episode,total_reward,loss,ndcg@5,slate_mrr,click_rate
0,1199.1646475195885,0.0,0.0,0.0,0.2
1,613.3377460837364,0.0,0.0,0.0,0.7
2,1930.332393169403,0.008003468355532773,0.0,0.20000000298023224,1.0
3,2311.2507705688477,0.00580843475763686,0.0,0.0,1.0
4,2054.14275765419,0.004981833689962514,0.0,0.0,1.0
5,2302.7141840457916,0.004817950275028124,0.0,0.0,1.0
6,2708.2005167007446,0.005297503994079307,0.0,0.0,1.0
7,2439.00012922287,0.005207958677783608,0.0,0.0,1.0
8,2215.616826057434,0.005264552058652044,0.0,0.0,1.0
9,2051.213725090027,0.005130560941761359,0.0,0.0,1.0
10,2252.550028324127,0.005070243693771772,0.0,0.0,1.0
11,3027.247447490692,0.0051784977404167876,0.0,0.0,1.0
12,2266.2823338508606,0.005364905134192668,0.0,0.0,1.0
13,2551.9867000579834,0.005822479659691453,0.0,0.0,1.0
14,2843.667456269264,0.0056741087039699776,0.0,0.0,1.0
15,2393.4303765296936,0.005904094453435391,0.0,0.0,1.0
16,1874.3062987327576,0.006385681075043976,0.0,0.0,1.0
17,2387.5050444602966,0.005775596376042813,0.0,0.0,1.0
18,2342.408392429352,0.005619054206181318,0.0,0.0,1.0
19,1983.3659024238586,0.005640406491002068,0.0,0.0,1.0
