episode,total_reward,loss,ndcg@5,slate_mrr,click_rate
0,482.53929674625397,0.0,0.0,0.03999999910593033,1.0
1,536.2652158737183,0.0,0.019999999552965164,0.019999999552965164,0.9
2,350.4602800309658,0.0,0.0,0.0,0.8
3,374.65456292033195,0.0,0.0,0.02666666731238365,0.9
4,700.0037424564362,0.0,0.0,0.019999999552965164,0.9
5,497.5586874485016,0.0,0.0,0.019999999552965164,0.7
6,431.0485390126705,0.0,0.0,0.0,0.8
7,601.4647321105003,0.0,0.0,0.0,0.9
8,435.2537640929222,0.0,0.0,0.0,0.8
9,305.2448584139347,0.0,0.0,0.0,0.8
10,444.8877185881138,0.0,0.019999999552965164,0.019999999552965164,0.9
11,587.9009228348732,0.0,0.0,0.03999999910593033,0.8
12,442.5567628145218,0.0,0.0,0.0,1.0
13,474.52951258420944,0.0,0.0,0.019999999552965164,0.8
14,497.3745926320553,0.0,0.0,0.0,0.8
15,624.0934566855431,0.0,0.00800000037997961,0.05000000074505806,0.9
16,550.0821533203125,0.0,0.0,0.019999999552965164,0.8
17,435.8598154783249,0.0,0.0,0.019999999552965164,1.0
18,438.75741025805473,0.0,0.0,0.0,0.8
19,485.1043899655342,0.0,0.0,0.0,0.8
20,313.2174137830734,0.0,0.0,0.019999999552965164,0.8
21,416.4752817451954,0.0,0.0,0.04800000041723251,0.8
22,307.7813631594181,0.0,0.0,0.006666666828095913,0.9
23,460.83933451771736,0.0,0.0,0.019999999552965164,0.7
24,685.7428109049797,0.0,0.0,0.019999999552965164,0.9
25,428.88795241713524,0.0,0.0,0.0024999999441206455,0.8
26,542.6749346852303,0.0,0.0,0.0,1.0
27,339.0950286090374,0.0,0.0,0.002857143059372902,0.8
28,436.9603046774864,0.0,0.019999999552965164,0.02222222276031971,0.7
29,399.16445395350456,0.0,0.0,0.019999999552965164,0.8
30,511.1176090836525,0.0,0.0,0.0,0.7
31,374.209066092968,0.0,0.0,0.0,0.9
32,434.00929975509644,0.0,0.019999999552965164,0.019999999552965164,0.8
33,374.1066225171089,0.0,0.0,0.0,0.9
34,503.43058282136917,0.0,0.019999999552965164,0.009999999776482582,1.0
35,288.24221673607826,0.0,0.019999999552965164,0.019999999552965164,0.7
36,457.31423288583755,0.0,0.0,0.002857143059372902,0.8
37,382.9634419083595,0.0,0.0,0.019999999552965164,1.0
38,312.9774699807167,0.0,0.0,0.0,1.0
39,336.2692520618439,0.0,0.0,0.0,1.0
40,493.7015867829323,0.0,0.0,0.0,0.8
41,315.44297820329666,0.0,0.0,0.0,0.9
42,315.4950287938118,0.0,0.0,0.0,0.6
43,343.64588537812233,0.0,0.0,0.0033333334140479565,1.0
44,220.1513939499855,0.0,0.0,0.0,0.8
45,372.0886290669441,0.0,0.0,0.0,0.7
46,556.166411370039,0.0,0.0,0.0,1.0
47,389.8316556215286,0.0,0.0,0.004999999888241291,0.7
48,367.8313168287277,0.0,0.0,0.02666666731238365,0.8
49,429.3299585580826,0.0,0.0,0.0,0.7
50,289.194927752018,0.0,0.0,0.0,0.7
51,463.87108713388443,0.0,0.0,0.019999999552965164,0.7
52,268.0182268023491,0.0,0.0,0.019999999552965164,0.9
53,618.2161918878555,0.0,0.0,0.0,0.7
54,478.61484575271606,0.0,0.0,0.0,0.7
55,419.59383273124695,0.0,0.019999999552965164,0.019999999552965164,0.9
56,570.7209333777428,0.0,0.0,0.0,0.7
57,410.4132966399193,0.0,0.0,0.004999999888241291,0.8
58,421.97586354613304,0.0,0.0,0.019999999552965164,1.0
59,648.6623547971249,0.0,0.0,0.0,0.9
60,456.782761156559,0.0,0.0,0.0,0.7
61,197.06410798430443,0.0,0.019999999552965164,0.006666666828095913,1.0
62,554.5351129770279,0.0,0.0,0.0,1.0
63,488.9387835562229,0.0,0.019999999552965164,0.019999999552965164,0.9
64,364.8986468911171,0.0,0.0,0.0,0.8
65,537.3142709732056,0.0,0.0,0.019999999552965164,0.9
66,380.6689190864563,0.0,0.019999999552965164,0.04399999976158142,0.9
67,540.2623395621777,0.0,0.0,0.0,1.0
68,610.1691654920578,0.0,0.0,0.03999999910593033,1.0
69,496.73977944254875,0.0,0.019999999552965164,0.009999999776482582,0.9
70,450.0348060131073,0.0,0.0,0.0,0.9
71,562.1848534941673,0.0,0.03999999910593033,0.03400000184774399,0.8
72,485.0000539422035,0.0,0.019999999552965164,0.019999999552965164,0.9
73,587.903047889471,0.0,0.019999999552965164,0.009999999776482582,0.8
74,512.8424327969551,0.0,0.0,0.0033333334140479565,0.9
75,491.78313648700714,0.0,0.0,0.0,0.8
76,289.89838898181915,0.0,0.019999999552965164,0.019999999552965164,0.8
77,558.5519477427006,0.0,0.0,0.006666666828095913,0.9
78,478.4955389201641,0.0,0.0,0.03999999910593033,0.7
79,587.9987618029118,0.0,0.0,0.0,0.7
80,666.460033595562,0.0,0.0,0.0,0.7
81,332.3956080377102,0.0,0.0,0.019999999552965164,0.9
82,385.7196544408798,0.0,0.019999999552965164,0.019999999552965164,0.9
83,349.14916452765465,0.0,0.0,0.03999999910593033,1.0
84,525.780564904213,0.0,0.019999999552965164,0.03999999910593033,0.9
85,579.639788210392,0.0,0.0,0.0,1.0
86,424.01915341615677,0.0,0.0,0.0,0.8
87,370.88352394104004,0.0,0.0,0.0,0.5
88,582.2542534172535,0.0,0.019999999552965164,0.009999999776482582,0.9
89,435.0349382162094,0.0,0.0,0.03999999910593033,0.8
90,522.9883540272713,0.0,0.019999999552965164,0.02500000037252903,1.0
91,322.89132568240166,0.0,0.0,0.009999999776482582,0.8
92,729.6831414103508,0.0,0.0,0.004000000189989805,0.8
93,316.58353927731514,0.0,0.0,0.019999999552965164,0.7
94,464.78877580165863,0.0,0.0,0.0,0.8
95,381.69818529486656,0.0,0.0,0.0,1.0
96,501.376740694046,0.0,0.019999999552965164,0.019999999552965164,0.8
97,644.6927695572376,0.0,0.0,0.019999999552965164,0.7
98,379.38834315538406,0.0,0.0,0.0024999999441206455,0.9
99,393.38792285323143,0.0,0.0,0.019999999552965164,0.9
100,620.3254255652428,0.0,0.0,0.0,0.9
101,455.6150680780411,0.0,0.0,0.0,0.9
102,429.8675478696823,0.0,0.0,0.019999999552965164,0.9
103,494.6372683644295,0.0,0.0,0.0,0.9
